uid,street,house,current_zone,snap_m,true_shortest_unconstrained_km,best_entry_id,best_entry_road,best_via_entry_km,via_entry_minus_free_km,entries_evaluated,all_entry_km_json,owner_review_required,osrm_current_route_km,current_minus_true_shortest_km,overstated_gt_10pct
w284637191,Санаторная улица,24,4,50.3,5.8283,Про-033,Санаторная улица,5.8283,0.0,21,"{""Про-028"": 6.1794, ""Про-029"": 6.3183, ""Про-030"": 5.8815, ""Про-031"": 6.1794, ""Про-032"": 8.709, ""Про-033"": 5.8283, ""Про-034"": 5.9052, ""Про-035"": 5.9052, ""Про-036"": 5.9052, ""Про-037"": 7.2709, ""Про-038"": 5.8818, ""Про-039"": 6.9085, ""Про-040"": 6.4282, ""Про-041"": 7.2351, ""Про-042"": 8.4155, ""Про-043"": 7.5474, ""Про-044"": 7.3276, ""Про-045"": 7.1486, ""Про-046"": 7.4331, ""Про-047"": 13.6181, ""Про-048"": 10.228}",True,6.2115,0.3832,False
w284637194,Санаторная улица,26,4,49.0,5.7807,Про-030,улица Кошевого,5.7807,0.0,21,"{""Про-028"": 6.1318, ""Про-029"": 6.4229, ""Про-030"": 5.7807, ""Про-031"": 6.1318, ""Про-032"": 8.7161, ""Про-033"": 5.7807, ""Про-034"": 5.8575, ""Про-035"": 5.8575, ""Про-036"": 5.8575, ""Про-037"": 7.349, ""Про-038"": 5.9329, ""Про-039"": 6.9866, ""Про-040"": 6.5063, ""Про-041"": 7.3132, ""Про-042"": 8.4225, ""Про-043"": 7.6255, ""Про-044"": 7.4057, ""Про-045"": 7.2267, ""Про-046"": 7.5112, ""Про-047"": 13.7228, ""Про-048"": 10.3061}",True,6.1932,0.4125,False
w284637193,Санаторная улица,28,4,49.4,5.7807,Про-030,улица Кошевого,5.7807,0.0,21,"{""Про-028"": 6.1318, ""Про-029"": 6.4229, ""Про-030"": 5.7807, ""Про-031"": 6.1318, ""Про-032"": 8.7161, ""Про-033"": 5.7807, ""Про-034"": 5.8575, ""Про-035"": 5.8575, ""Про-036"": 5.8575, ""Про-037"": 7.349, ""Про-038"": 5.9329, ""Про-039"": 6.9866, ""Про-040"": 6.5063, ""Про-041"": 7.3132, ""Про-042"": 8.4225, ""Про-043"": 7.6255, ""Про-044"": 7.4057, ""Про-045"": 7.2267, ""Про-046"": 7.5112, ""Про-047"": 13.7228, ""Про-048"": 10.3061}",True,6.1734,0.3927,False
w284637192,Санаторная улица,30,4,54.9,5.7671,Про-033,Санаторная улица,5.7671,0.0,21,"{""Про-028"": 6.1033, ""Про-029"": 6.4724, ""Про-030"": 5.8204, ""Про-031"": 6.1033, ""Про-032"": 8.8331, ""Про-033"": 5.7671, ""Про-034"": 5.844, ""Про-035"": 5.844, ""Про-036"": 5.844, ""Про-037"": 7.425, ""Про-038"": 6.2008, ""Про-039"": 7.0626, ""Про-040"": 6.5822, ""Про-041"": 7.3892, ""Про-042"": 8.5396, ""Про-043"": 7.7014, ""Про-044"": 7.4817, ""Про-045"": 7.3027, ""Про-046"": 7.5872, ""Про-047"": 13.3817, ""Про-048"": 10.3821}",True,6.1504,0.3833,False
w352285813,Санаторная улица,32,4,29.8,5.6382,Про-033,Санаторная улица,5.6382,0.0,21,"{""Про-028"": 5.9893, ""Про-029"": 6.5084, ""Про-030"": 5.6915, ""Про-031"": 5.9893, ""Про-032"": 8.7042, ""Про-033"": 5.6382, ""Про-034"": 5.7151, ""Про-035"": 5.7151, ""Про-036"": 5.7151, ""Про-037"": 7.461, ""Про-038"": 6.0718, ""Про-039"": 7.0986, ""Про-040"": 6.6183, ""Про-041"": 7.4252, ""Про-042"": 8.4107, ""Про-043"": 7.7375, ""Про-044"": 7.5177, ""Про-045"": 7.3387, ""Про-046"": 7.6232, ""Про-047"": 13.5106, ""Про-048"": 10.4181}",True,6.0924,0.4542,False
w352285815,Санаторная улица,34,4,22.2,5.6382,Про-033,Санаторная улица,5.6382,0.0,21,"{""Про-028"": 5.9893, ""Про-029"": 6.5084, ""Про-030"": 5.6915, ""Про-031"": 5.9893, ""Про-032"": 8.7042, ""Про-033"": 5.6382, ""Про-034"": 5.7151, ""Про-035"": 5.7151, ""Про-036"": 5.7151, ""Про-037"": 7.461, ""Про-038"": 6.0718, ""Про-039"": 7.0986, ""Про-040"": 6.6183, ""Про-041"": 7.4252, ""Про-042"": 8.4107, ""Про-043"": 7.7375, ""Про-044"": 7.5177, ""Про-045"": 7.3387, ""Про-046"": 7.6232, ""Про-047"": 13.5106, ""Про-048"": 10.4181}",True,6.0613,0.4231,False
w352285816,Санаторная улица,36,4,31.4,5.6382,Про-033,Санаторная улица,5.6382,0.0,21,"{""Про-028"": 5.9893, ""Про-029"": 6.5084, ""Про-030"": 5.6915, ""Про-031"": 5.9893, ""Про-032"": 8.7042, ""Про-033"": 5.6382, ""Про-034"": 5.7151, ""Про-035"": 5.7151, ""Про-036"": 5.7151, ""Про-037"": 7.461, ""Про-038"": 6.0718, ""Про-039"": 7.0986, ""Про-040"": 6.6183, ""Про-041"": 7.4252, ""Про-042"": 8.4107, ""Про-043"": 7.7375, ""Про-044"": 7.5177, ""Про-045"": 7.3387, ""Про-046"": 7.6232, ""Про-047"": 13.5106, ""Про-048"": 10.4181}",True,6.0426,0.4044,False
w352285817,Санаторная улица,38,4,49.4,5.5446,Про-033,Санаторная улица,5.5446,0.0,21,"{""Про-028"": 5.8957, ""Про-029"": 6.602, ""Про-030"": 5.5979, ""Про-031"": 5.8957, ""Про-032"": 8.6106, ""Про-033"": 5.5446, ""Про-034"": 5.6215, ""Про-035"": 5.6215, ""Про-036"": 5.6215, ""Про-037"": 7.5546, ""Про-038"": 6.1655, ""Про-039"": 7.1922, ""Про-040"": 6.7119, ""Про-041"": 7.5188, ""Про-042"": 8.317, ""Про-043"": 7.8311, ""Про-044"": 7.6113, ""Про-045"": 7.4323, ""Про-046"": 7.7168, ""Про-047"": 13.6043, ""Про-048"": 10.5117}",True,6.0206,0.476,False
w352285818,Санаторная улица,40,4,27.7,5.5446,Про-033,Санаторная улица,5.5446,0.0,21,"{""Про-028"": 5.8957, ""Про-029"": 6.602, ""Про-030"": 5.5979, ""Про-031"": 5.8957, ""Про-032"": 8.6106, ""Про-033"": 5.5446, ""Про-034"": 5.6215, ""Про-035"": 5.6215, ""Про-036"": 5.6215, ""Про-037"": 7.5546, ""Про-038"": 6.1655, ""Про-039"": 7.1922, ""Про-040"": 6.7119, ""Про-041"": 7.5188, ""Про-042"": 8.317, ""Про-043"": 7.8311, ""Про-044"": 7.6113, ""Про-045"": 7.4323, ""Про-046"": 7.7168, ""Про-047"": 13.6043, ""Про-048"": 10.5117}",True,5.9966,0.452,False
w352326123,Санаторная улица,46,4,52.8,5.5446,Про-033,Санаторная улица,5.5446,0.0,21,"{""Про-028"": 5.8957, ""Про-029"": 6.602, ""Про-030"": 5.5979, ""Про-031"": 5.8957, ""Про-032"": 8.6106, ""Про-033"": 5.5446, ""Про-034"": 5.6215, ""Про-035"": 5.6215, ""Про-036"": 5.6215, ""Про-037"": 7.5546, ""Про-038"": 6.1655, ""Про-039"": 7.1922, ""Про-040"": 6.7119, ""Про-041"": 7.5188, ""Про-042"": 8.317, ""Про-043"": 7.8311, ""Про-044"": 7.6113, ""Про-045"": 7.4323, ""Про-046"": 7.7168, ""Про-047"": 13.6043, ""Про-048"": 10.5117}",True,5.926,0.3814,False
w352326124,Санаторная улица,48,4,55.5,5.6736,Про-030,улица Кошевого,5.6736,0.0,21,"{""Про-028"": 6.0247, ""Про-029"": 6.731, ""Про-030"": 5.6736, ""Про-031"": 6.0247, ""Про-032"": 8.6863, ""Про-033"": 5.6736, ""Про-034"": 5.7505, ""Про-035"": 5.7505, ""Про-036"": 5.7505, ""Про-037"": 7.6608, ""Про-038"": 6.2447, ""Про-039"": 7.2984, ""Про-040"": 6.8181, ""Про-041"": 7.625, ""Про-042"": 8.3928, ""Про-043"": 7.9373, ""Про-044"": 7.7175, ""Про-045"": 7.5385, ""Про-046"": 7.823, ""Про-047"": 13.7333, ""Про-048"": 10.6179}",True,5.9036,0.23,False
w352326120,Санаторная улица,50,4,48.7,5.6736,Про-030,улица Кошевого,5.6736,0.0,21,"{""Про-028"": 6.0247, ""Про-029"": 6.731, ""Про-030"": 5.6736, ""Про-031"": 6.0247, ""Про-032"": 8.6863, ""Про-033"": 5.6736, ""Про-034"": 5.7505, ""Про-035"": 5.7505, ""Про-036"": 5.7505, ""Про-037"": 7.6608, ""Про-038"": 6.2447, ""Про-039"": 7.2984, ""Про-040"": 6.8181, ""Про-041"": 7.625, ""Про-042"": 8.3928, ""Про-043"": 7.9373, ""Про-044"": 7.7175, ""Про-045"": 7.5385, ""Про-046"": 7.823, ""Про-047"": 13.7333, ""Про-048"": 10.6179}",True,5.8854,0.2118,False
w352325333,Санаторная улица,52,4,46.0,5.6736,Про-030,улица Кошевого,5.6736,0.0,21,"{""Про-028"": 6.0247, ""Про-029"": 6.731, ""Про-030"": 5.6736, ""Про-031"": 6.0247, ""Про-032"": 8.6863, ""Про-033"": 5.6736, ""Про-034"": 5.7505, ""Про-035"": 5.7505, ""Про-036"": 5.7505, ""Про-037"": 7.6608, ""Про-038"": 6.2447, ""Про-039"": 7.2984, ""Про-040"": 6.8181, ""Про-041"": 7.625, ""Про-042"": 8.3928, ""Про-043"": 7.9373, ""Про-044"": 7.7175, ""Про-045"": 7.5385, ""Про-046"": 7.823, ""Про-047"": 13.7333, ""Про-048"": 10.6179}",True,5.8636,0.19,False
w352284665,Санаторная улица,54,3,47.0,5.3761,Про-033,Санаторная улица,5.3761,0.0,21,"{""Про-028"": 5.7273, ""Про-029"": 6.7704, ""Про-030"": 5.7663, ""Про-031"": 5.7273, ""Про-032"": 8.779, ""Про-033"": 5.3761, ""Про-034"": 5.453, ""Про-035"": 5.453, ""Про-036"": 5.453, ""Про-037"": 7.723, ""Про-038"": 6.3339, ""Про-039"": 7.3606, ""Про-040"": 6.8803, ""Про-041"": 7.6872, ""Про-042"": 8.4855, ""Про-043"": 7.9995, ""Про-044"": 7.7798, ""Про-045"": 7.6008, ""Про-046"": 7.8852, ""Про-047"": 13.7727, ""Про-048"": 10.6801}",True,5.8467,0.4706,False
n11222053152,Славянская улица,10,4,91.1,7.6185,Про-032,Кишинёв-Тирасполь,7.6185,0.0,21,"{""Про-028"": 8.6665, ""Про-029"": 8.3153, ""Про-030"": 8.3458, ""Про-031"": 8.6665, ""Про-032"": 7.6185, ""Про-033"": 8.3153, ""Про-034"": 8.3922, ""Про-035"": 8.3922, ""Про-036"": 8.3922, ""Про-037"": 8.6548, ""Про-038"": 8.3688, ""Про-039"": 8.3153, ""Про-040"": 8.3153, ""Про-041"": 8.3938, ""Про-042"": 9.6427, ""Про-043"": 8.7061, ""Про-044"": 8.4864, ""Про-045"": 8.4317, ""Про-046"": 8.5918, ""Про-047"": 13.6036, ""Про-048"": 7.785}",True,7.9399,0.3214,False
w442395853,Совхозная улица,2,4,34.0,7.0203,Про-028,Главная улица,7.0203,0.0,21,"{""Про-028"": 7.0203, ""Про-029"": 8.4309, ""Про-030"": 8.1045, ""Про-031"": 7.4125, ""Про-032"": 10.9432, ""Про-033"": 8.0144, ""Про-034"": 7.4722, ""Про-035"": 7.4722, ""Про-036"": 7.4722, ""Про-037"": 9.3835, ""Про-038"": 8.4023, ""Про-039"": 9.0211, ""Про-040"": 8.5408, ""Про-041"": 9.3477, ""Про-042"": 10.6497, ""Про-043"": 9.66, ""Про-044"": 9.4403, ""Про-045"": 9.2612, ""Про-046"": 9.5457, ""Про-047"": 11.2382, ""Про-048"": 11.6836}",True,7.9095,0.8892,True
w442395854,Совхозная улица,4,4,39.4,7.0673,Про-028,Главная улица,7.0673,0.0,21,"{""Про-028"": 7.0673, ""Про-029"": 8.4778, ""Про-030"": 8.1514, ""Про-031"": 7.4594, ""Про-032"": 10.9902, ""Про-033"": 8.0613, ""Про-034"": 7.5192, ""Про-035"": 7.5192, ""Про-036"": 7.5192, ""Про-037"": 9.4304, ""Про-038"": 8.4492, ""Про-039"": 9.068, ""Про-040"": 8.5877, ""Про-041"": 9.3946, ""Про-042"": 10.6966, ""Про-043"": 9.7069, ""Про-044"": 9.4872, ""Про-045"": 9.3082, ""Про-046"": 9.5926, ""Про-047"": 11.2851, ""Про-048"": 11.7306}",True,7.9321,0.8648,True
w442395855,Совхозная улица,6,4,36.6,7.0673,Про-028,Главная улица,7.0673,0.0,21,"{""Про-028"": 7.0673, ""Про-029"": 8.4778, ""Про-030"": 8.1514, ""Про-031"": 7.4594, ""Про-032"": 10.9902, ""Про-033"": 8.0613, ""Про-034"": 7.5192, ""Про-035"": 7.5192, ""Про-036"": 7.5192, ""Про-037"": 9.4304, ""Про-038"": 8.4492, ""Про-039"": 9.068, ""Про-040"": 8.5877, ""Про-041"": 9.3946, ""Про-042"": 10.6966, ""Про-043"": 9.7069, ""Про-044"": 9.4872, ""Про-045"": 9.3082, ""Про-046"": 9.5926, ""Про-047"": 11.2851, ""Про-048"": 11.7306}",True,7.9505,0.8832,True
w442395856,Совхозная улица,8,4,39.8,7.0673,Про-028,Главная улица,7.0673,0.0,21,"{""Про-028"": 7.0673, ""Про-029"": 8.4778, ""Про-030"": 8.1514, ""Про-031"": 7.4594, ""Про-032"": 10.9902, ""Про-033"": 8.0613, ""Про-034"": 7.5192, ""Про-035"": 7.5192, ""Про-036"": 7.5192, ""Про-037"": 9.4304, ""Про-038"": 8.4492, ""Про-039"": 9.068, ""Про-040"": 8.5877, ""Про-041"": 9.3946, ""Про-042"": 10.6966, ""Про-043"": 9.7069, ""Про-044"": 9.4872, ""Про-045"": 9.3082, ""Про-046"": 9.5926, ""Про-047"": 11.2851, ""Про-048"": 11.7306}",True,7.9733,0.906,True
w421314022,Совхозная улица,50,4,91.3,7.6315,Про-028,Главная улица,7.6315,0.0,21,"{""Про-028"": 7.6315, ""Про-029"": 9.0421, ""Про-030"": 8.7156, ""Про-031"": 8.0236, ""Про-032"": 10.7928, ""Про-033"": 8.6255, ""Про-034"": 8.0834, ""Про-035"": 8.0834, ""Про-036"": 8.0834, ""Про-037"": 9.9947, ""Про-038"": 9.0134, ""Про-039"": 9.6323, ""Про-040"": 9.152, ""Про-041"": 9.9589, ""Про-042"": 11.2609, ""Про-043"": 10.2711, ""Про-044"": 10.0514, ""Про-045"": 9.8724, ""Про-046"": 10.1569, ""Про-047"": 11.8086, ""Про-048"": 10.9593}",True,8.4356,0.8041,True
w421314023,Совхозная улица,52,4,74.6,7.6315,Про-028,Главная улица,7.6315,0.0,21,"{""Про-028"": 7.6315, ""Про-029"": 9.0421, ""Про-030"": 8.7156, ""Про-031"": 8.0236, ""Про-032"": 10.7928, ""Про-033"": 8.6255, ""Про-034"": 8.0834, ""Про-035"": 8.0834, ""Про-036"": 8.0834, ""Про-037"": 9.9947, ""Про-038"": 9.0134, ""Про-039"": 9.6323, ""Про-040"": 9.152, ""Про-041"": 9.9589, ""Про-042"": 11.2609, ""Про-043"": 10.2711, ""Про-044"": 10.0514, ""Про-045"": 9.8724, ""Про-046"": 10.1569, ""Про-047"": 11.8086, ""Про-048"": 10.9593}",True,8.4531,0.8216,True
w421314025,Совхозная улица,54,4,57.0,7.6315,Про-028,Главная улица,7.6315,0.0,21,"{""Про-028"": 7.6315, ""Про-029"": 9.0421, ""Про-030"": 8.7156, ""Про-031"": 8.0236, ""Про-032"": 10.7928, ""Про-033"": 8.6255, ""Про-034"": 8.0834, ""Про-035"": 8.0834, ""Про-036"": 8.0834, ""Про-037"": 9.9947, ""Про-038"": 9.0134, ""Про-039"": 9.6323, ""Про-040"": 9.152, ""Про-041"": 9.9589, ""Про-042"": 11.2609, ""Про-043"": 10.2711, ""Про-044"": 10.0514, ""Про-045"": 9.8724, ""Про-046"": 10.1569, ""Про-047"": 11.8086, ""Про-048"": 10.9593}",True,8.471,0.8395,True
w421314024,Совхозная улица,56,4,32.9,7.6315,Про-028,Главная улица,7.6315,0.0,21,"{""Про-028"": 7.6315, ""Про-029"": 9.0421, ""Про-030"": 8.7156, ""Про-031"": 8.0236, ""Про-032"": 10.7928, ""Про-033"": 8.6255, ""Про-034"": 8.0834, ""Про-035"": 8.0834, ""Про-036"": 8.0834, ""Про-037"": 9.9947, ""Про-038"": 9.0134, ""Про-039"": 9.6323, ""Про-040"": 9.152, ""Про-041"": 9.9589, ""Про-042"": 11.2609, ""Про-043"": 10.2711, ""Про-044"": 10.0514, ""Про-045"": 9.8724, ""Про-046"": 10.1569, ""Про-047"": 11.8086, ""Про-048"": 10.9593}",True,8.4994,0.8679,True
n2337929294,Совхозная улица,58,4,17.2,7.6315,Про-028,Главная улица,7.6315,0.0,21,"{""Про-028"": 7.6315, ""Про-029"": 9.0421, ""Про-030"": 8.7156, ""Про-031"": 8.0236, ""Про-032"": 10.7928, ""Про-033"": 8.6255, ""Про-034"": 8.0834, ""Про-035"": 8.0834, ""Про-036"": 8.0834, ""Про-037"": 9.9947, ""Про-038"": 9.0134, ""Про-039"": 9.6323, ""Про-040"": 9.152, ""Про-041"": 9.9589, ""Про-042"": 11.2609, ""Про-043"": 10.2711, ""Про-044"": 10.0514, ""Про-045"": 9.8724, ""Про-046"": 10.1569, ""Про-047"": 11.8086, ""Про-048"": 10.9593}",True,8.5388,0.9073,True
n2337929293,Совхозная улица,70,4,25.7,7.8349,Про-028,Главная улица,7.8349,0.0,21,"{""Про-028"": 7.8349, ""Про-029"": 9.2455, ""Про-030"": 8.919, ""Про-031"": 8.227, ""Про-032"": 10.5895, ""Про-033"": 8.8289, ""Про-034"": 8.2868, ""Про-035"": 8.2868, ""Про-036"": 8.2868, ""Про-037"": 10.1981, ""Про-038"": 9.2168, ""Про-039"": 9.8356, ""Про-040"": 9.3553, ""Про-041"": 10.1622, ""Про-042"": 11.4642, ""Про-043"": 10.4745, ""Про-044"": 10.2548, ""Про-045"": 10.0758, ""Про-046"": 10.3603, ""Про-047"": 12.012, ""Про-048"": 10.756}",True,8.7045,0.8696,True
n2337934502,Совхозная улица,185,4,16.0,7.0044,Про-028,Главная улица,7.0044,0.0,21,"{""Про-028"": 7.0044, ""Про-029"": 8.415, ""Про-030"": 8.0886, ""Про-031"": 7.3966, ""Про-032"": 10.9273, ""Про-033"": 7.9984, ""Про-034"": 7.4563, ""Про-035"": 7.4563, ""Про-036"": 7.4563, ""Про-037"": 9.3676, ""Про-038"": 8.3864, ""Про-039"": 9.0052, ""Про-040"": 8.5249, ""Про-041"": 9.3318, ""Про-042"": 10.6338, ""Про-043"": 9.6441, ""Про-044"": 9.4243, ""Про-045"": 9.2453, ""Про-046"": 9.5298, ""Про-047"": 11.1135, ""Про-048"": 11.6544}",True,7.8976,0.8932,True
n2337934498,Совхозная улица,206,4,11.1,6.9501,Про-028,Главная улица,6.9501,0.0,21,"{""Про-028"": 6.9501, ""Про-029"": 8.3606, ""Про-030"": 8.0342, ""Про-031"": 7.3422, ""Про-032"": 10.873, ""Про-033"": 7.9441, ""Про-034"": 7.402, ""Про-035"": 7.402, ""Про-036"": 7.402, ""Про-037"": 9.3132, ""Про-038"": 8.332, ""Про-039"": 8.9508, ""Про-040"": 8.4705, ""Про-041"": 9.2774, ""Про-042"": 10.5794, ""Про-043"": 9.5897, ""Про-044"": 9.37, ""Про-045"": 9.191, ""Про-046"": 9.4754, ""Про-047"": 11.1679, ""Про-048"": 11.6133}",True,7.8523,0.9022,True
w320344002,переулок Куйбышева,1,3,20.3,4.5276,Про-035,переулок Куйбышева,4.5808,0.0532,21,"{""Про-028"": 4.8733, ""Про-029"": 7.6958, ""Про-030"": 6.6917, ""Про-031"": 4.8733, ""Про-032"": 9.1031, ""Про-033"": 6.1885, ""Про-034"": 5.6464, ""Про-035"": 4.5808, ""Про-036"": 4.8701, ""Про-037"": 8.315, ""Про-038"": 7.2593, ""Про-039"": 8.286, ""Про-040"": 7.8057, ""Про-041"": 8.6126, ""Про-042"": 8.8096, ""Про-043"": 8.9249, ""Про-044"": 8.7052, ""Про-045"": 8.5261, ""Про-046"": 8.8106, ""Про-047"": 14.0422, ""Про-048"": 11.6055}",True,4.7356,0.208,False
w352285316,переулок Куйбышева,2,3,19.0,4.6674,Про-035,переулок Куйбышева,4.6674,0.0,21,"{""Про-028"": 5.0131, ""Про-029"": 7.7825, ""Про-030"": 6.7783, ""Про-031"": 5.0131, ""Про-032"": 9.2429, ""Про-033"": 6.2751, ""Про-034"": 5.733, ""Про-035"": 4.6674, ""Про-036"": 4.9568, ""Про-037"": 8.4547, ""Про-038"": 7.3459, ""Про-039"": 8.3727, ""Про-040"": 7.8924, ""Про-041"": 8.6993, ""Про-042"": 8.9493, ""Про-043"": 9.0115, ""Про-044"": 8.7918, ""Про-045"": 8.6128, ""Про-046"": 8.8973, ""Про-047"": 13.991, ""Про-048"": 11.6922}",True,4.8348,0.1674,False
w352285305,переулок Куйбышева,3,3,19.7,4.5542,Про-035,переулок Куйбышева,4.5542,0.0,21,"{""Про-028"": 4.8999, ""Про-029"": 7.6693, ""Про-030"": 6.6651, ""Про-031"": 4.8999, ""Про-032"": 9.1297, ""Про-033"": 6.1619, ""Про-034"": 5.6198, ""Про-035"": 4.5542, ""Про-036"": 4.8435, ""Про-037"": 8.3415, ""Про-038"": 7.2327, ""Про-039"": 8.2594, ""Про-040"": 7.7791, ""Про-041"": 8.5861, ""Про-042"": 8.8361, ""Про-043"": 8.8983, ""Про-044"": 8.6786, ""Про-045"": 8.4996, ""Про-046"": 8.7841, ""Про-047"": 14.0157, ""Про-048"": 11.579}",True,4.7357,0.1815,False
w352285318,переулок Куйбышева,3,3,22.5,4.6256,Про-035,переулок Куйбышева,4.6256,0.0,21,"{""Про-028"": 4.9713, ""Про-029"": 7.7407, ""Про-030"": 6.7365, ""Про-031"": 4.9713, ""Про-032"": 9.2011, ""Про-033"": 6.2334, ""Про-034"": 5.6913, ""Про-035"": 4.6256, ""Про-036"": 4.915, ""Про-037"": 8.4129, ""Про-038"": 7.3041, ""Про-039"": 8.3309, ""Про-040"": 7.8506, ""Про-041"": 8.6575, ""Про-042"": 8.9076, ""Про-043"": 8.9698, ""Про-044"": 8.75, ""Про-045"": 8.571, ""Про-046"": 8.8555, ""Про-047"": 14.0328, ""Про-048"": 11.6504}",True,4.7768,0.1512,False
w677073030,переулок Куйбышева,5,3,20.7,4.628,Про-035,переулок Куйбышева,4.628,0.0,21,"{""Про-028"": 4.9737, ""Про-029"": 7.7431, ""Про-030"": 6.7389, ""Про-031"": 4.9737, ""Про-032"": 9.2035, ""Про-033"": 6.2358, ""Про-034"": 5.6937, ""Про-035"": 4.628, ""Про-036"": 4.9174, ""Про-037"": 8.4154, ""Про-038"": 7.3066, ""Про-039"": 8.3333, ""Про-040"": 7.853, ""Про-041"": 8.6599, ""Про-042"": 8.91, ""Про-043"": 8.9722, ""Про-044"": 8.7524, ""Про-045"": 8.5734, ""Про-046"": 8.8579, ""Про-047"": 14.0304, ""Про-048"": 11.6528}",True,4.8087,0.1807,False
w352313737,переулок Куйбышева,7,3,17.8,4.6674,Про-035,переулок Куйбышева,4.6674,0.0,21,"{""Про-028"": 5.0131, ""Про-029"": 7.7825, ""Про-030"": 6.7783, ""Про-031"": 5.0131, ""Про-032"": 9.2429, ""Про-033"": 6.2751, ""Про-034"": 5.733, ""Про-035"": 4.6674, ""Про-036"": 4.9568, ""Про-037"": 8.4547, ""Про-038"": 7.3459, ""Про-039"": 8.3727, ""Про-040"": 7.8924, ""Про-041"": 8.6993, ""Про-042"": 8.9493, ""Про-043"": 9.0115, ""Про-044"": 8.7918, ""Про-045"": 8.6128, ""Про-046"": 8.8973, ""Про-047"": 13.991, ""Про-048"": 11.6922}",True,4.8239,0.1565,False
w284637172,улица 50 лет Победы,1,4,22.8,6.0663,Про-033,Санаторная улица,6.0663,0.0,21,"{""Про-028"": 6.3278, ""Про-029"": 6.1732, ""Про-030"": 6.1196, ""Про-031"": 6.3278, ""Про-032"": 8.6855, ""Про-033"": 6.0663, ""Про-034"": 6.1432, ""Про-035"": 6.1432, ""Про-036"": 6.1432, ""Про-037"": 7.1258, ""Про-038"": 6.1446, ""Про-039"": 6.7634, ""Про-040"": 6.2831, ""Про-041"": 7.09, ""Про-042"": 8.392, ""Про-043"": 7.4023, ""Про-044"": 7.1825, ""Про-045"": 7.0035, ""Про-046"": 7.288, ""Про-047"": 13.3554, ""Про-048"": 10.0829}",True,6.5454,0.4791,False
w284637201,улица 50 лет Победы,2,4,39.8,6.0707,Про-033,Санаторная улица,6.0707,0.0,21,"{""Про-028"": 6.2813, ""Про-029"": 6.2197, ""Про-030"": 6.124, ""Про-031"": 6.2813, ""Про-032"": 8.732, ""Про-033"": 6.0707, ""Про-034"": 6.1476, ""Про-035"": 6.1476, ""Про-036"": 6.1476, ""Про-037"": 7.1723, ""Про-038"": 6.191, ""Про-039"": 6.8098, ""Про-040"": 6.3295, ""Про-041"": 7.1365, ""Про-042"": 8.4384, ""Про-043"": 7.4487, ""Про-044"": 7.229, ""Про-045"": 7.05, ""Про-046"": 7.3345, ""Про-047"": 13.3089, ""Про-048"": 10.1294}",True,6.4186,0.3479,False
w284637171,улица 50 лет Победы,3,4,31.4,6.0663,Про-033,Санаторная улица,6.0663,0.0,21,"{""Про-028"": 6.3278, ""Про-029"": 6.1732, ""Про-030"": 6.1196, ""Про-031"": 6.3278, ""Про-032"": 8.6855, ""Про-033"": 6.0663, ""Про-034"": 6.1432, ""Про-035"": 6.1432, ""Про-036"": 6.1432, ""Про-037"": 7.1258, ""Про-038"": 6.1446, ""Про-039"": 6.7634, ""Про-040"": 6.2831, ""Про-041"": 7.09, ""Про-042"": 8.392, ""Про-043"": 7.4023, ""Про-044"": 7.1825, ""Про-045"": 7.0035, ""Про-046"": 7.288, ""Про-047"": 13.3554, ""Про-048"": 10.0829}",True,6.4499,0.3836,False
w284637175,улица 50 лет Победы,5,4,59.1,6.0707,Про-033,Санаторная улица,6.0707,0.0,21,"{""Про-028"": 6.2813, ""Про-029"": 6.2197, ""Про-030"": 6.124, ""Про-031"": 6.2813, ""Про-032"": 8.732, ""Про-033"": 6.0707, ""Про-034"": 6.1476, ""Про-035"": 6.1476, ""Про-036"": 6.1476, ""Про-037"": 7.1723, ""Про-038"": 6.191, ""Про-039"": 6.8098, ""Про-040"": 6.3295, ""Про-041"": 7.1365, ""Про-042"": 8.4384, ""Про-043"": 7.4487, ""Про-044"": 7.229, ""Про-045"": 7.05, ""Про-046"": 7.3345, ""Про-047"": 13.3089, ""Про-048"": 10.1294}",True,6.4147,0.344,False
w284637202,улица 50 лет Победы,6,4,69.5,5.9553,Про-033,Санаторная улица,5.9553,0.0,21,"{""Про-028"": 6.166, ""Про-029"": 6.335, ""Про-030"": 6.0086, ""Про-031"": 6.166, ""Про-032"": 8.8474, ""Про-033"": 5.9553, ""Про-034"": 6.0322, ""Про-035"": 6.0322, ""Про-036"": 6.0322, ""Про-037"": 7.2876, ""Про-038"": 6.3064, ""Про-039"": 6.9252, ""Про-040"": 6.4449, ""Про-041"": 7.2518, ""Про-042"": 8.5538, ""Про-043"": 7.5641, ""Про-044"": 7.3444, ""Про-045"": 7.1654, ""Про-046"": 7.4498, ""Про-047"": 13.1935, ""Про-048"": 10.2447}",True,6.3817,0.4264,False
